monthly_income,income_stability_score,employment_type,avg_monthly_txn_volatility,credit_history_months,utility_payment_consistency,existing_monthly_debt,savings_to_income_ratio,num_dependents,debt_to_income_ratio,risk_label
37200.0,0.8875430017008521,salaried,0.10286111646197364,8,0.8479644805763548,1600.0,0.6204268290276548,4,0.043,0
28200.0,0.8207081059377743,self_employed,0.19685957327315484,3,0.5357428579271275,6400.0,0.5874012471319751,2,0.227,0
18200.0,0.7271483201553214,gig_worker,0.13938074543273035,23,0.9310987059506677,7600.0,0.39381237291366245,3,0.418,0
11700.0,0.4838588295403658,salaried,0.24519374589792045,17,0.9368237022710371,1500.0,0.08787370341638716,2,0.128,1
32700.0,0.4403659146076873,salaried,0.11653884540078152,27,0.7895049172318284,21700.0,0.1273728801732689,2,0.664,1
14100.0,0.5968679856546172,unemployed,0.20536805594694918,6,0.9377145101926426,2100.0,0.13956238068936777,1,0.149,1
17800.0,0.6476796160376396,gig_worker,0.08283899442532121,9,0.673899495627453,3200.0,0.12933364568302463,2,0.18,1
31800.0,0.6206916328992986,self_employed,0.12818083521942558,8,0.4203738064874087,8000.0,0.11033681753766712,0,0.252,1
30200.0,0.5302308769721726,salaried,0.35971103096718693,38,0.7588797422292092,7400.0,0.28925248729561326,0,0.245,1
15100.0,0.37849350920365665,salaried,0.3932422362831322,4,0.4841732032156626,3800.0,0.25168334345443066,1,0.252,2
49200.0,0.5421428821963367,salaried,0.15771937173448364,22,0.7124177319520176,3700.0,0.1692349584478475,2,0.075,0
48600.0,0.9901003480838929,self_employed,0.1738159662643785,1,0.7582417520895487,3600.0,0.5812305524227885,0,0.074,0
38000.0,0.8239765433857025,salaried,0.22498158127542023,19,0.6807274696643404,10400.0,0.2864545435946977,1,0.274,0
37900.0,0.41470054681618934,gig_worker,0.5360246393106713,1,0.5802737455181476,6200.0,0.28268251383907356,1,0.164,2
38000.0,0.9197147211996719,unemployed,0.25069390490517346,4,0.9947745316614068,2700.0,0.21613957863774472,2,0.071,0
136800.0,0.5495766212673947,salaried,0.13038944820489956,2,0.4633092732870614,4700.0,0.14793593646755557,3,0.034,1
46500.0,0.47335855141881633,self_employed,0.4852918463911464,10,0.8034774463318735,9200.0,0.1348133543728746,0,0.198,2
40500.0,0.2758299785540607,gig_worker,0.08041686244891057,10,0.5700116636786149,3200.0,0.2686708142270608,1,0.079,2
19000.0,0.9088526805715118,unemployed,0.23570255385014713,42,0.586539522060445,6900.0,0.3580795819664954,0,0.363,0
25900.0,0.858298066150418,gig_worker,0.510595775447857,6,0.8236678520385702,3100.0,0.23309275738714633,1,0.12,2
81000.0,0.73941717147013,salaried,0.11043182056141605,2,0.9245611593335021,1700.0,0.031156533410255472,1,0.021,0
9000.0,0.897910268936181,salaried,0.24509516193616765,22,0.902972817086444,3600.0,0.24900062457044228,2,0.4,0
22700.0,0.549765435506955,gig_worker,0.23581362308871395,27,0.8157378438200966,6000.0,0.05244434038345343,2,0.264,2
49400.0,0.6747891464155392,self_employed,0.6801960092748202,8,0.8722856041830466,21400.0,0.23403425029013233,1,0.433,2
19700.0,0.7790099572511235,salaried,0.3806115448564883,22,0.771426838259604,4900.0,0.1893376728782629,0,0.249,0
41000.0,0.786637741573654,self_employed,0.44315043705711754,35,0.8637072770522273,4100.0,0.31892106970525663,1,0.1,0
30000.0,0.6371005102330926,gig_worker,0.3149043415899146,10,0.8065330048784879,3000.0,0.11246092158451089,4,0.1,1
20400.0,0.9199867958955543,salaried,0.3903941386868926,17,0.9383768744436581,5800.0,0.22346800737249767,0,0.284,0
8000.0,0.5953354209373742,gig_worker,0.22917056669962432,3,0.6271736301657542,4500.0,0.039114497619041,0,0.562,2
32300.0,0.9409577477027204,salaried,0.30415318967222976,0,0.7750213003158449,3700.0,0.16500144319718776,1,0.115,0
18800.0,0.8811210042934698,gig_worker,0.08856419288356272,95,0.8071790287904086,2700.0,0.4320206507532093,1,0.144,0
27600.0,0.8575903959937323,self_employed,0.04945121278793372,8,0.9703345091693882,500.0,0.31542998417628204,3,0.018,0
37800.0,0.3676930147030134,salaried,0.7361018315249043,7,0.8686255982763553,6800.0,0.2772331415953201,2,0.18,2
44700.0,0.5749095772042654,gig_worker,0.6285049958345899,86,0.6460467947994588,3600.0,0.2682518614900604,1,0.081,2
22600.0,0.5578868392784313,gig_worker,0.48852526360524484,31,0.9328108263339246,1500.0,0.17903497427844034,1,0.066,1
20400.0,0.6407829062707721,unemployed,0.3429625188234228,21,0.6171950750248173,4100.0,0.4231890746534063,0,0.201,2
13900.0,0.764396810598541,salaried,0.7107997201422708,28,0.7705194577845992,3700.0,0.5010699265426818,0,0.266,1
45800.0,0.5304249780676628,self_employed,0.2584850097159775,29,0.8742304241718193,400.0,0.05555861531326424,2,0.009,1
75300.0,0.5026463878841413,self_employed,0.6151132154172307,34,0.4923717539919666,1100.0,0.28689411684221977,2,0.015,2
48200.0,0.6426950942869315,self_employed,0.4539636157268862,1,0.7104758360032148,1200.0,0.28597068383183727,4,0.025,1
53300.0,0.5762363344223097,gig_worker,0.4288782549001894,12,0.964768140885295,15400.0,0.5842157002392802,0,0.289,1
19800.0,0.7562156582716282,salaried,0.31466808144880215,8,0.9013129622370727,6400.0,0.16506480006805468,1,0.323,0
36700.0,0.24579409510970907,salaried,0.48408782788120197,1,0.9171610589186485,2800.0,0.07436936811658415,1,0.076,2
42900.0,0.8087988327417452,self_employed,0.09768821709283397,12,0.7072818185441718,3800.0,0.3082583037499213,2,0.089,0
2400.0,0.7967567970301485,salaried,0.46476979319236617,22,0.9152329292506803,4600.0,0.2417001079340843,4,1.917,2
16300.0,0.6723800956889447,unemployed,0.4663010340930448,4,0.6156482548437209,8400.0,0.21911007709484687,1,0.515,2
62100.0,0.8056417416286377,self_employed,0.5834417552604939,8,0.818676134744947,10100.0,0.10939967189941262,0,0.163,1
12400.0,0.8395814399380263,self_employed,0.43900187560406484,24,0.708478699990143,12300.0,0.32278018763509403,0,0.992,2
57400.0,0.8145263258793876,gig_worker,0.34221805163855773,20,0.5143336296990804,3900.0,0.2532868774497689,1,0.068,0
12400.0,0.8810850010457664,self_employed,0.4172161331422478,48,0.8084946674503243,3100.0,0.1635680456907724,0,0.25,0
16700.0,0.72432742097206,self_employed,0.2748431170395934,37,0.8713930168125543,1600.0,0.5736876569736497,1,0.096,0
37000.0,0.697698022231626,salaried,0.19536655261741045,80,0.7944996391509258,12800.0,0.16425262342496869,2,0.346,0
30400.0,0.5629119904050397,salaried,0.2673399177411392,21,0.8961576311486088,11200.0,0.532776985070759,1,0.368,1
23800.0,0.2229198795568796,salaried,0.15473149586814106,28,0.7386353676742935,8600.0,0.4300658187395045,2,0.361,2
61000.0,0.9001966154961385,self_employed,0.3170265709744375,47,0.7341881979816146,11600.0,0.1131332879757392,1,0.19,0
14200.0,0.6119664730219647,self_employed,0.41659491417032257,43,0.9258054907013266,3200.0,0.06854411870258267,1,0.225,0
27100.0,0.8696099869420423,salaried,0.08785933011932295,30,0.8773245829314044,5900.0,0.14619065523994085,2,0.218,0
39300.0,0.6589108483490911,self_employed,0.32879957448799674,16,0.8988267084422731,11500.0,0.3409135983924016,3,0.293,0
33900.0,0.8872000277288936,salaried,0.17517577522157116,7,0.8829711024734208,9200.0,0.28165773502683067,3,0.271,0
20800.0,0.617527671539035,unemployed,0.43182995224787063,50,0.9226281714671828,10000.0,0.09964548451634651,0,0.481,1
21200.0,0.8058063561857409,salaried,0.324761186988756,35,0.5569690388292925,7300.0,0.3829509663496814,3,0.344,1
44400.0,0.7095057888707365,gig_worker,0.33660789152402104,43,0.9326782616163399,6100.0,0.48218629163234294,1,0.137,0
45400.0,0.6502240687098935,self_employed,0.06004377406450274,3,0.7517421697743,3300.0,0.43524999435844886,0,0.073,0
34300.0,0.6139492409565789,self_employed,0.20995765750593892,9,0.7779342724636068,10400.0,0.16367944796612088,0,0.303,1
18400.0,0.5396112341332098,salaried,0.2971069241982288,13,0.9752378175970386,12400.0,0.3478852373530938,1,0.674,1
21600.0,0.7172780641504304,unemployed,0.3979536631554951,43,0.9325312737518481,2800.0,0.17834278918334784,0,0.13,0
29000.0,0.8124150850081667,salaried,0.27220169382392695,53,0.6377428409863529,4600.0,0.2455910765252423,3,0.159,0
31200.0,0.9611310148091655,self_employed,0.3293783768865768,8,0.6913564116495514,2800.0,0.22427095479638362,0,0.09,0
38500.0,0.5935724304734973,unemployed,0.04876902402332312,27,0.7346124455310817,8500.0,0.22768952610951199,1,0.221,1
26300.0,0.495711310235547,gig_worker,0.26474457717735234,1,0.7466869144574094,14000.0,0.2698318806475032,0,0.532,2
43900.0,0.38788182217419875,self_employed,0.5989611472336369,12,0.54928804204143,6500.0,0.03667920509511521,3,0.148,2
43600.0,0.5088655621270421,unemployed,0.36167482463644035,16,0.7810840245933554,6300.0,0.3342149229662995,1,0.144,2
54200.0,0.7023572628842095,gig_worker,0.18988230624967173,34,0.5834039267282085,20200.0,0.06753696387083426,0,0.373,0
29700.0,0.6800143486173388,salaried,0.3298223128027418,53,0.8552420551922683,6100.0,0.4981408924394825,1,0.205,0
34600.0,0.7711527056085214,salaried,0.23291314894837226,9,0.6498223998284048,7100.0,0.316537746118571,2,0.205,0
27400.0,0.5234996111754139,salaried,0.3725925098472263,18,0.7527012957975958,11700.0,0.3220769239759018,1,0.427,1
18500.0,0.7784190351697063,salaried,0.4288126984910839,25,0.7006940327939819,5500.0,0.20015193417721028,1,0.297,0
74500.0,0.7703606911821439,gig_worker,0.371500438899744,9,0.6748680325121142,10100.0,0.17466332909863289,1,0.136,1
50900.0,0.5730715330827637,self_employed,0.352226515646087,101,0.8634756866537265,8000.0,0.2631941820803914,3,0.157,1
43200.0,0.592381504423185,salaried,0.21451631107426733,50,0.7940897872100232,2200.0,0.3562943794514878,0,0.051,1
29100.0,0.29713747338061924,gig_worker,0.16884054742645313,8,0.8807751851731729,200.0,0.2368368299602606,0,0.007,1
17600.0,0.8720884127292534,salaried,0.3572043943476867,17,0.9158115976601514,1400.0,0.22669466193651666,1,0.08,0
47000.0,0.641771241956037,unemployed,0.12394560775483884,6,0.7132544209162863,5400.0,0.19267114306044972,0,0.115,0
27100.0,0.7771090415830071,unemployed,0.254001107434327,17,0.8416190684609434,11200.0,0.04205779993604082,0,0.413,2
36100.0,0.6622507607707725,unemployed,0.45276749679771433,27,0.6837467292656049,4800.0,0.16368864901716432,0,0.133,1
21500.0,0.7576142074974568,gig_worker,0.6698112370584898,2,0.9755937964008048,4700.0,0.34908413290671475,1,0.219,1
33200.0,0.8383614372166761,salaried,0.49053053215784204,48,0.8316481332840737,3900.0,0.31400656395561355,1,0.117,0
22200.0,0.7098280727074674,self_employed,0.4851442371290871,21,0.43991556416996835,3300.0,0.3130906885209513,1,0.149,2
22700.0,0.7633582625301942,salaried,0.0617354825198027,109,0.4594117446329232,26300.0,0.48885415553961103,1,1.159,1
33000.0,0.8724958896467461,salaried,0.35177307902990523,0,0.7457964442421212,6000.0,0.05988017894098011,0,0.182,0
12300.0,0.7498052532280345,self_employed,0.3907716111487291,42,0.5994610454765328,3300.0,0.6782598345772707,0,0.268,0
12600.0,0.5797840086618884,salaried,0.18682322415814792,37,0.6012364922922329,5900.0,0.5133885218372952,1,0.468,0
19600.0,0.5044829534605119,unemployed,0.2658290182276381,3,0.8305042178734056,6400.0,0.23714997196222393,2,0.327,2
26200.0,0.66924524981356,unemployed,0.36230312184359803,9,0.3771360090789037,2300.0,0.09721220370494152,0,0.088,2
44500.0,0.5245514344085239,salaried,0.16208263698875913,51,0.855508922415286,13000.0,0.23043218077100472,1,0.292,0
27000.0,0.7950839619433079,self_employed,0.5102692303913396,17,0.7814989180601358,3800.0,0.16771044641297084,0,0.141,1
29100.0,0.2861145013176797,self_employed,0.42581489702680997,12,0.43688715832065883,12800.0,0.279717406938525,1,0.44,2
25100.0,0.5748826514942669,gig_worker,0.2664806671489481,56,0.5855786658475366,3400.0,0.17915906458612135,0,0.135,2
34600.0,0.760157198293643,self_employed,0.5119270571136847,2,0.8747924676856961,2800.0,0.13518349157910886,2,0.081,1
18400.0,0.7351954099847685,salaried,0.08671201929267879,15,0.7444565931626002,15400.0,0.31927705042068866,3,0.837,1
27700.0,0.7826958399251125,salaried,0.1782299900479034,25,0.633908749164815,13300.0,0.33467417384783027,2,0.48,1
35900.0,0.41555545613869715,salaried,0.3585303558420993,22,0.7531179733036365,3800.0,0.13086337509764975,1,0.106,2
32900.0,0.7786355405223672,unemployed,0.5238107692020291,7,0.7057387921442487,3300.0,0.29857968829735165,1,0.1,1
29500.0,0.520553987786562,salaried,0.3229658942263438,19,0.9532789287186069,8100.0,0.4071045054263889,2,0.275,1
29700.0,0.7950675011936752,salaried,0.39108359836670853,29,0.9162914721975101,1800.0,0.5350978299784962,1,0.061,0
37600.0,0.6135566763190784,gig_worker,0.09047529448001891,21,0.6427374190540572,7000.0,0.26282101607321573,1,0.186,1
76200.0,0.5943641376214134,gig_worker,0.39092771724234626,27,0.4900665182098604,11800.0,0.1382971184700733,0,0.155,2
19100.0,0.7027246211479126,gig_worker,0.5038872272109552,7,0.7398618532192629,3900.0,0.13543770859683588,1,0.204,1
77300.0,0.8230400516177594,self_employed,0.5667404281433126,42,0.9252168556427415,12200.0,0.2618568489833309,2,0.158,0
18600.0,0.6154390936695966,self_employed,0.1657474300897835,14,0.639651947697787,10900.0,0.3945783115444838,1,0.586,1
7300.0,0.4360130247787032,self_employed,0.19961134107949605,104,0.6757236876257134,7300.0,0.35897699078154816,1,1.0,2
22000.0,0.7175799011359543,salaried,0.27067249720698816,0,0.8829978336680104,20400.0,0.13664316525930226,1,0.927,1
34900.0,0.6635569561271767,self_employed,0.5315906206375944,11,0.9386728714347998,1900.0,0.3520518063777436,1,0.054,1
68500.0,0.6963731189654453,salaried,0.03766216114500195,4,0.8015867121550015,1900.0,0.22187474936966783,2,0.028,0
